"cod_scuola","nome_scuola","indirizzo_scuola","sito_scuola","scuola_paritaria","id_provincia","id_regione","id_comune","comune_scuola","num_diplomati_x_coorte","indice_fga","fga_forchetta_bassa","fga_forchetta_alta","indice_perc_cfu","indice_media_voti","completamento_pct","tasso_immatricolazione_pct","tasso_non_immatricolazione_pct","abbandono_pct","voto_medio_immatricolati","voto_medio_non_immatricolati","comune_di_ricerca","raggio_km_ricerca","tipologia_ricerca","tasso_precariato_docenti_pct","pct_tempo_indeterminato","fasce_eta_tempo_determinato","fasce_eta_tempo_indeterminato","anno_scolastico_personale","trasferiti_pct_scuola","trasferiti_pct_regione","trasferiti_pct_italia","pensionati_pct_scuola","pensionati_pct_regione","pensionati_pct_italia","ANNOSCOLASTICO","ORDINESCUOLA","ANNOCORSOCLASSE","CLASSI","ALUNNIMASCHI","ALUNNIFEMMINE","sigla_provincia","denominazione_provincia","id_regione (Right)","Provincia","Regione","Sigla Provincia","Alunni Totali","Percentuale Alunni ITA","Percentuale Alunni NITA","Totale alunni Femmine","Totale Alunni Maschi","Media Alunni per classe","Totale Classi","Percentuali Alunni Femmine","Percentuali Alunni Maschi","ATA titolari","ATA supplenti","Totale ATA","Percentuale ATA titolari","Percentuali ATA Supplenti","Docenti Totali","Docenti titolari","Docenti Supplenti","Percentuali Docenti Titolari","Percentuali Docenti Supplenti","Posti vacanti per Docente Normale","Posti vacanti per Docente Sostegno","Totale Posti vacanti","Punteggio Invalsi Inglese Listening","Punteggio Invalsi Inglese Reading","Punteggio Invalsi Italiano","Punteggio Invalsi Matematica)","Participation in life-long learning","Participation in the school system of children aged 4-5","People having completed tertiary education (ISCED 5 6 7 or 8)","People not in education employment or training (NEET)","People with at least upper secondary education level (25-64 years old)","Average annual per capita amount of pension income","Average annual salary of employees","Average disposable income per capita","Bad loan entry rate of bank loans to households","Brain circulation (Italians 25-39 years old)","Burglaries reported","Deadly crimes reported","Electricity from renewable sources","Employment rate (20-64 years old)","Hospital patient emigration to a different region","Inadequate level of literacy (students in grade 8)","Inadequate level of numeracy (students in grade 8)","Intentional homicide rate","Irregularities in electric power distribution","Life expectancy at birth","Medical specialists","Municipal councilors under the age of 40","Municipal waste generated","Non-participation rate","Overall Fixed Very High Capacity Network (VHCN) coverage","PM10 Annual average concentration","PM2.5 Annual average concentration","Paid days in the year (employees)","Pensioners with a low pension income","Pick-pocketings reported","Prison density","Road accidents mortality rate (15-34 years old)","Road mortality in non-urban roads","Robberies reported","Seat-Km of public transport networks","Separate collection of municipal waste","Separate collection service for municipal waste","Soil sealing from artificial land cover","Spread of agritourism farms","Urban green","Voter turnout (Regional Councils)","Women municipal councilors","Youth's employment rate (15-29 years old)","Youth's non-participation rate","codice_provincia","anno","Pop25Y0","Pop25Y1","Pop25Y2","Pop25Y3","Pop25Y4","Pop25Y5","Pop25Y6","Pop25Y7","Pop25Y8","Pop25Y9","Pop25Y10","Pop25Y11","Pop25Y12","Pop25Y13","Pop25Y14","Pop25Y15","Pop25Y16","Pop25Y17","Pop25Y18","Pop25Y19","Pop25Y20","area","Indice di svantaggio","Stipendio Medio"
"PNTN008013","FEDERICO FLORA","VIA GALILEO FERRARIS 2","http://www.istitutoflora.gov.it/",0,93,6,93033,"Pordenone",34,51.96,41.95,62.62,55.1,23.86,5.09,40.78,59.22,4.85,82.31,75.16,"Pordenone",10,"Tecnico - Economico",35.8,64.2,"[17.2, 10.4, 5.2, 3.0]","[5.2, 9.0, 24.6, 25.4]","Docenti per fasce di età (%) (A.S. 2025/26)",9.6,4.7,6,0,3.6,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,2,6,23,"PN","Pordenone",6,"Pordenone","Friuli-Venezia Giulia","PN",13388,88.02,11.98,6576,6812,19.546222222222227,667,49.11861368389603,50.88138631610397,813,363,1176,69.13,30.87,1669,1212,457,72.62,27.38,161,"8",169,227.787533227788,213.81843053414676,189.90296628922,195.89451257241302,14,97.5,20.7,9.6,70.3,22467.6,24687.6,24164.8,0.4,-11.1,313.5,0.6,46.7,72.8,11.5,35.4,35.1,0.3,1.8,84,27.4,25,507,6.2,36.8,23,16,83.9,6.7,27,124.3,0.3,1.7,13.8,1813,85.4,99.7,8.43,4.2,44,44.1,39.3,37.2,14.1,"ITD41",2025,1879,1991,2072,2167,2178,2290,2346,2440,2587,2583,2755,2842,2834,2947,3024,3145,3127,3171,3142,3021,3130,"Nord",-0.3,"1675"
"MCPC04000Q","GIACOMO LEOPARDI","CSO CAVOUR","http://classicomacerata.gov.it/",0,43,11,43023,"Macerata",66,75.09,69.98,80.5,72.53,27.32,8.8,92.42,7.58,9.09,90.99,84.47,"Macerata",10,"Classico",19.6,80.3,"[4.7, 6.5, 6.5, 1.9]","[3.7, 10.3, 35.5, 30.8]","Docenti per fasce di età (%) (A.S. 2025/26)",0,5.4,6,8.9,3.4,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,9,50,124,"MC","Macerata",11,"Macerata","Marche","MC",14828,89.9,10.1,7337,7491,18.65555555555555,745,49.480712166172104,50.519287833827896,1092,447,1539,70.96,29.04,2015,1519,496,75.38,24.62,68,"12",80,210.861253524304,199.828492256146,179.028588571667,187.328307348811,7.8,93.6,32.9,12.5,65.6,20561.2,19912.4,22260,0.7,-16,139,3.6,44.5,70.2,11.5,29.1,31,,2.2,84,24.3,21.1,511,10.3,53.6,18,11,77.8,7.2,41.8,,0.2,2.7,11.2,2087,74.2,98.1,5.69,10,21,,35.7,35.4,22,"ITE33",2025,1797,1905,1905,2078,2088,2137,2224,2388,2477,2485,2597,2542,2658,2807,2873,2946,2841,2931,2839,2866,2883,"Centro",-0.5,"1616.67"
"POPS002013","GRAMSCI - KEYNES","VIA DI REGGIANA 106","http://www.istitutogk.it/",0,100,9,100005,"Prato",16,59.37,49.8,70.19,58.59,25.22,5.29,95.83,4.17,18.75,88.15,69.5,"Prato",10,"Scientifico",29.2,70.8,"[7.9, 10.2, 7.4, 3.7]","[8.3, 16.7, 27.3, 18.5]","Docenti per fasce di età (%) (A.S. 2025/26)",8.3,5.2,6,2.9,3.3,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,8,96,74,"PO","Prato",9,"Prato","Toscana","PO",12559,75.64,24.36,5867,6692,18.43015151515151,616,46.715502826658174,53.284497173341826,757,310,1067,70.95,29.05,1673,1177,496,70.35,29.65,67,"13",80,213.3158833836775,198.8198109738415,173.096108966489,195.13350493304625,6.5,92,22.6,8.9,48.2,21343.3,19647.8,24218.2,0.5,-10.1,311.4,0.8,8.5,76.7,5.6,47.7,42.3,0.8,1.7,84.5,26.8,20.1,569,7.1,87,23,16,81.8,6.2,97.3,95.8,0,,124.9,726,71.1,100,14.32,13.1,27.7,,25.9,49.3,12.6,"ITE15",2025,1389,1532,1509,1678,1735,1823,1968,2123,2198,2154,2300,2333,2527,2538,2720,2748,2792,2801,2904,2866,2682,"Centro",-0.5,"1912.33"
"BLTF006013","FOLLADOR - DE ROSSI","VIA INSURREZIONE 19A","http://www.follador.bl.it/",0,25,5,25001,"Agordo",37,66.78,57.5,77.61,66.33,26.07,6.82,43.36,56.64,11.5,89.92,77.16,"Belluno",10,"Tecnico - Tecnologico",51.7,48.4,"[25.3, 16.5, 9.9, 0.0]","[8.8, 11.0, 13.2, 15.4]","Docenti per fasce di età (%) (A.S. 2025/26)",10.6,5.8,6,4.3,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,2,23,15,"BL","Belluno",5,"Belluno","Veneto","BL",7421,93.95,6.05,3541,3880,16.622499999999995,429,47.71594124781027,52.28405875218973,674,368,1042,64.68,35.32,1152,779,373,67.62,32.38,155,"37",192,221.5194000146505,210.0557917576815,187.32645610124274,198.8654210632385,10.3,96.1,31.7,5.2,69.7,21938.3,23776,24403.7,0.4,-14.8,165.7,4.5,189.3,76.4,6.4,29.7,28.7,0.5,1.5,83.1,25.3,24.1,503,4.3,45,20,12,80.4,6.4,18.7,110,0,4.7,10.1,2093,85.8,100,2.84,4.3,25,,35.8,45.8,8.9,"ITD33",2025,1078,1076,1145,1234,1239,1217,1324,1339,1367,1442,1467,1500,1598,1708,1735,1715,1804,1734,1823,1814,1889,"Nord",-1.01,"1700"
"VATD018011","JOHN MAYNARD KEYNES","VIA MORAZZONE 37","http://www.isiskeynes.it/",0,12,3,12073,"Gazzada Schianno",34,53.09,44.71,62.16,56.21,24,5.6,58.65,41.35,8.65,84.66,75.77,"Varese",10,"Tecnico - Economico",18.2,81.89999999999999,"[6.1, 6.1, 3.0, 3.0]","[6.1, 16.2, 26.3, 33.3]","Docenti per fasce di età (%) (A.S. 2025/26)",2.4,5.4,6,0,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,1,15,12,"VA","Varese",3,"Varese","Lombardia","VA",38196,89.19,10.81,18939,19257,21.880740740740745,1707,49.583726044612,50.416273955388,2229,781,3010,74.05,25.95,4345,3114,1231,71.67,28.33,412,"40",452,221.8498790123655,211.1456658481405,187.39415269550926,195.4654050544525,12,93.1,35.6,10.3,69.5,22765.7,26059,22989,0.5,2.6,317.8,1.6,10.7,75.3,4.9,31,34.9,0.2,1.4,83.9,28.4,23.2,466,8.1,44.1,20,15,83.7,8.6,139.7,176.1,0.3,1.2,31.4,3166,78.1,99.1,21.03,7.5,20.3,38.5,37.7,42.5,18.1,"ITC41",2025,5513,5576,5898,6264,6103,6646,6855,7001,7295,7775,7997,8211,8265,8600,8543,9002,8826,8751,8899,8686,8881,"Nord",-0.86,"2163.56"
"COSD02000R","FAUSTO MELOTTI","VIA FILIPPO ANDINA 8","http://www.liceoartisticomelotti.gov.it",0,13,3,13041,"Cantù",120,70.03,64.3,76.45,67.27,26.74,5.72,38.5,61.5,7.48,83.76,77.47,"Como",10,"Artistico",20.9,79.2,"[7.0, 3.5, 7.8, 2.6]","[6.1, 16.5, 27.0, 29.6]","Docenti per fasce di età (%) (A.S. 2025/26)",2.4,5.4,6,4.8,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,7,22,123,"CO","Como",3,"Como","Lombardia","CO",17869,89.33,10.67,9097,8772,20.246718750000007,859,50.90939616094913,49.09060383905087,1445,513,1958,73.8,26.2,2085,1645,440,78.9,21.1,118,"31",149,227.42940600549701,213.21147968821248,191.48404652444276,198.28235067172724,12.8,95.1,34.8,9.9,68.5,22332.4,24241.2,23047.4,0.4,-1.6,365.8,1.2,12.9,73.3,3.2,29.4,33.1,,1.5,84.1,23.1,27.7,468,8.8,44.9,22,15,81.8,8.2,95.5,179.6,0.2,3.6,31.8,2480,71.2,88.3,12.28,13.6,20.7,39.1,35.7,43.3,15.8,"ITC42",2025,3743,3805,3912,4060,4197,4385,4525,4752,5084,5194,5228,5369,5627,5634,5760,5949,5972,5858,5902,5895,6011,"Nord",-0.8,"2012.2"
"CTPC03000G","CONVITTO MARIO CUTELLI","VIA VITTORIO EMANUELE II 56","http://www.convittocutellict.it/",0,87,19,87015,"Catania",101,68.47,64.1,73.44,67.45,26.34,7.9,86.84,13.16,18.75,91.56,83.45,"Catania",10,"Classico",14,86.2,"[4.2, 2.8, 4.2, 2.8]","[1.4, 5.6, 30.6, 48.6]","Docenti per fasce di età (%) (A.S. 2025/26)",1.6,7,6,3.1,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,5,37,51,"CT","Catania",19,"Catania","Sicilia","CT",50235,97.14,2.86,24534,25701,19.31303921568627,2515,48.83845924156465,51.16154075843535,3841,994,4835,79.44,20.56,6711,5694,1017,84.85,15.15,148,"21",169,196.39786176268575,197.74535405225024,175.75440961147999,177.78501711535375,6.9,94.5,20.3,28,55,18478.9,18303.3,17316.3,1.3,-21.3,133.4,2.2,20.5,48.9,5.4,48.4,60,0.7,7.2,81.7,41.9,27.6,462,32.2,61.7,32,12,75.8,12.4,76.4,103.2,1,6.1,36.4,2882,55.8,47.5,7.99,5.8,16.8,,33.7,24.6,46.3,"ITG17",2025,8114,8499,8964,9039,9160,9420,9824,9882,10112,10485,10549,10345,10638,10851,10948,11117,11543,11382,11654,11782,11877,"Isole",1.42,"1631.62"
"VETF008013","ENRICO FERMI","SAN POLO 2360","http://www.ptpvenezia.it/",0,27,5,27042,"Venezia",54,50.42,42.94,59.54,44.26,24.79,4.46,46.95,53.05,15.24,85.09,75.55,"Venezia",10,"Tecnico - Tecnologico",35.6,64.4,"[12.4, 12.4, 7.2, 3.6]","[9.8, 14.4, 19.6, 20.6]","Docenti per fasce di età (%) (A.S. 2025/26)",12,5.8,6,1.7,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,4,49,1,"VE","Venezia",5,"Venezia","Veneto","VE",31713,88.39,11.61,15478,16235,20.03356807511737,1520,48.806483145713116,51.193516854286884,2215,798,3013,73.51,26.49,3925,2740,1185,69.81,30.19,448,"22",470,223.90976474569027,211.712117085449,183.808665846671,193.29050204820598,16.6,95.5,30,9.5,66.9,22671.8,22466.4,23894.1,0.6,-11.3,347.9,2.4,17,74.6,7.2,35.1,36.2,0.4,2,83.7,25.3,30,602,7.4,59.5,33,23,77.5,6.3,806.5,110.3,0.9,7.6,52.9,10522,72.9,62.9,14.24,6.1,48.5,,33,42.5,14,"ITD35",2025,4738,4950,5149,5417,5405,5537,5875,6143,6412,6467,6580,6879,7258,7579,7614,7766,7995,7972,7913,7849,8191,"Nord",-0.7,"1499.97"
"CZPS00101C","ENRICO FERMI","VIA PISACANE","http://www.iisfermi.gov.it/",0,79,18,79023,"Catanzaro",60,75.98,70.75,81.74,77.68,26.91,8.45,94.51,5.49,15.93,90.27,82.8,"Catanzaro",10,"Scientifico",4.9,95.1,"[0.0, 1.4, 2.1, 1.4]","[4.1, 20.5, 26.7, 43.8]","Docenti per fasce di età (%) (A.S. 2025/26)",2.4,6.7,6,3.8,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,10,106,103,"CZ","Catanzaro",18,"Catanzaro","Calabria","CZ",15655,95.63,4.37,7427,8228,15.788690476190476,901,47.441711913126795,52.558288086873205,1632,255,1887,86.49,13.51,2239,1921,318,85.8,14.2,61,"7",68,191.8353352021465,192.32076643280274,168.53809886681722,178.1961679991245,7.7,93.3,29.3,20.4,63,18954.4,15991.5,17349.9,1.9,-32.5,86.7,7.3,125.8,56.5,14.4,46.9,56.4,0.3,4.4,82.6,49.2,27.8,405,27.8,49.7,,,71.6,12.1,13.5,92.7,0.3,5.2,10,3618,65.5,60.4,6.56,5.1,59.7,,27.2,25.4,48.8,"ITF63",2025,2245,2341,2411,2462,2527,2634,2688,2861,3008,2959,2987,2929,3176,3048,3107,3072,3211,3298,3397,3210,3479,"Sud",0.59,"1387.5"
"POPS00301V","CARLO LIVI","VIA ANTONIO MARINI 9","http://www.livi.prato.gov.it/",0,100,9,100005,"Prato",101,64.4,59.73,69.55,62.99,25.9,5.86,74.59,25.41,12.21,86.96,82.51,"Pistoia",10,"Linguistico",22.8,77.2,"[5.8, 10.8, 0.8, 5.4]","[8.7, 21.2, 23.2, 24.1]","Docenti per fasce di età (%) (A.S. 2025/26)",5,5.2,6,0.6,3.3,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,12,60,142,"PO","Prato",9,"Prato","Toscana","PO",12559,75.64,24.36,5867,6692,18.43015151515151,616,46.715502826658174,53.284497173341826,757,310,1067,70.95,29.05,1673,1177,496,70.35,29.65,67,"13",80,213.3158833836775,198.8198109738415,173.096108966489,195.13350493304625,6.5,92,22.6,8.9,48.2,21343.3,19647.8,24218.2,0.5,-10.1,311.4,0.8,8.5,76.7,5.6,47.7,42.3,0.8,1.7,84.5,26.8,20.1,569,7.1,87,23,16,81.8,6.2,97.3,95.8,0,,124.9,726,71.1,100,14.32,13.1,27.7,,25.9,49.3,12.6,"ITE15",2025,1389,1532,1509,1678,1735,1823,1968,2123,2198,2154,2300,2333,2527,2538,2720,2748,2792,2801,2904,2866,2682,"Centro",-0.5,"1912.33"
"VEPC050007","XXV APRILE","VIA MARTIRI DELLA LIBERTA' 13","http://www.liceoxxv.gov.it/pvw/app/VELG0005/pvw_sito.php",0,27,5,27029,"Portogruaro",48,72.58,66.68,78.86,71.62,26.83,7.64,90.34,9.66,8.97,85.34,83.71,"Pordenone",10,"Classico",23.9,76.1,"[10.6, 7.1, 4.4, 1.8]","[6.2, 10.6, 25.7, 33.6]","Docenti per fasce di età (%) (A.S. 2025/26)",3.8,5.8,6,2.5,3.8,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,10,98,107,"VE","Venezia",5,"Venezia","Veneto","VE",31713,88.39,11.61,15478,16235,20.03356807511737,1520,48.806483145713116,51.193516854286884,2215,798,3013,73.51,26.49,3925,2740,1185,69.81,30.19,448,"22",470,223.90976474569027,211.712117085449,183.808665846671,193.29050204820598,16.6,95.5,30,9.5,66.9,22671.8,22466.4,23894.1,0.6,-11.3,347.9,2.4,17,74.6,7.2,35.1,36.2,0.4,2,83.7,25.3,30,602,7.4,59.5,33,23,77.5,6.3,806.5,110.3,0.9,7.6,52.9,10522,72.9,62.9,14.24,6.1,48.5,,33,42.5,14,"ITD35",2025,4738,4950,5149,5417,5405,5537,5875,6143,6412,6467,6580,6879,7258,7579,7614,7766,7995,7972,7913,7849,8191,"Nord",-0.7,"1499.97"
"SSPS040001","GIOVANNI SPANO","VIA MONTE GRAPPA 2","http://www.liceospano.sassari.it/",0,90,20,90064,"Sassari",101,70.89,66.58,75.6,69.17,26.71,7.57,90.46,9.54,14.14,86.13,78.14,"Sassari",10,"Scientifico",12.1,87.9,"[0.9, 4.7, 5.6, 0.9]","[1.9, 7.5, 33.6, 44.9]","Docenti per fasce di età (%) (A.S. 2025/26)",1.1,5.7,6,5.3,3.9,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,9,101,74,"SS","Sassari",20,"Sassari","Sardegna","SS",21254,96.29,3.71,10246,11008,17.10493421052631,1189,48.20739625482262,51.79260374517738,1704,524,2228,76.48,23.52,3506,2369,1137,67.57,32.43,235,"23",258,195.93049494329176,186.725161172581,165.83381959115098,169.65471140762324,9.6,97.3,23.4,20.9,51.1,19870.2,16625.8,18567.8,0.7,-13.8,122.3,2.8,63.8,58.4,8.8,48.8,61.2,0.6,3.4,82.6,41.1,27.4,535,24.3,36.6,21,6,69.8,10.8,40.8,97.7,0.4,3.7,24.2,2989,71.1,73.4,3.68,4.2,18.9,,33.7,30.7,39.1,"ITG25",2025,2242,2324,2519,2644,2605,2871,3013,3281,3340,3487,3588,3604,3898,4100,4244,4175,4261,4312,4204,4287,4210,"Isole",0.72,"1300"
"GETH020002","SAN GIORGIO","EDIFICIO CALATA DARSENA","http://www.itnautico.gov.it/",0,10,7,10025,"Genova",248,39.91,35.72,45.25,36.75,23.17,4.85,38.84,61.16,14.65,82.08,75.82,"Genova",10,"Tecnico - Tecnologico",31.1,68.7,"[12.7, 7.5, 6.9, 4.0]","[9.2, 12.1, 16.8, 30.6]","Docenti per fasce di età (%) (A.S. 2025/26)",6.2,5.3,6,3.8,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,7,141,23,"GE","Genova",7,"Genova","Liguria","GE",32054,86.62,13.38,15513,16541,18.709928571428563,1568,48.39645598053285,51.60354401946715,2041,808,2849,71.64,28.36,4240,3027,1213,71.39,28.61,222,"20",242,209.940736319216,198.80065834305225,178.55562089971951,185.725311310584,14.9,96.3,34.7,9.7,75.3,24506.8,25579.5,27105.5,0.5,-0.9,167.9,2,4.5,74.3,11,39.3,44.2,0.9,1.5,83.3,49.8,27,507,10.3,73.6,22,12,79.4,7.5,316.2,129.7,0.3,1.8,78,4747,52.8,19.3,8.03,7.9,24.5,,40.1,41.4,20.3,"ITC33",2025,4647,4698,4804,4899,5073,5162,5281,5647,5699,5905,6277,6330,6616,6566,6935,7254,7319,7210,7390,7443,7484,"Nord",-1.09,"1.866.641"
"RGTL01801P","IS VICO - UMBERTO I - GAGLIARDI","VLE DEI PLATANI 180","http://www.vicoumbertogagliardi.it/",0,88,19,88009,"Ragusa",23,58.03,47.11,70.7,65.14,24.11,5.17,50,50,12.86,81.03,74.97,"Ragusa",10,"Tecnico - Tecnologico",8.4,91.5,"[1.4, 2.1, 2.8, 2.1]","[1.4, 7.7, 22.5, 59.9]","Docenti per fasce di età (%) (A.S. 2025/26)",0,7,6,6.3,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,2,14,14,"RG","Ragusa",19,"Ragusa","Sicilia","RG",15056,90.87,9.13,7390,7666,18.138425925925926,781,49.08342189160468,50.91657810839532,1183,352,1535,77.07,22.93,1935,1645,290,85.01,14.99,47,"5",52,193.60666130805674,192.47677133409675,168.472967270113,178.21822719378224,6.7,94.3,24.4,19.7,53.3,17830.6,15589.8,17653.5,1.1,-32.8,219.4,2.2,28.8,60.5,9.1,51.1,61.6,0.9,5.8,82.3,25.4,19.6,417,20,58.9,31,13,72.1,11.6,26.1,89.3,0.5,5.4,17.3,195,68.3,66.3,10.52,6,22.6,,36.7,37,30.9,"ITG18",2025,2449,2552,2735,2812,2747,2776,2887,2998,2991,3005,3006,3018,3116,3226,3206,3372,3390,3292,3508,3492,3510,"Isole",0.65,"1350"
"COPM030002","CARLO PORTA","PZZA DE LA SALLE 2","http://www.liceoporta.gov.it/",0,13,3,13095,"Erba",41,57.75,51.04,65.23,60.04,24.66,6.69,78.4,21.6,14.4,80.9,72.78,"Como",10,"Scienze Umane - Economico sociale",10.8,89.2,"[2.7, 0.0, 5.4, 2.7]","[6.8, 18.9, 28.4, 35.1]","Docenti per fasce di età (%) (A.S. 2025/26)",3.2,5.4,6,1.6,3.5,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,6,23,87,"CO","Como",3,"Como","Lombardia","CO",17869,89.33,10.67,9097,8772,20.246718750000007,859,50.90939616094913,49.09060383905087,1445,513,1958,73.8,26.2,2085,1645,440,78.9,21.1,118,"31",149,227.42940600549701,213.21147968821248,191.48404652444276,198.28235067172724,12.8,95.1,34.8,9.9,68.5,22332.4,24241.2,23047.4,0.4,-1.6,365.8,1.2,12.9,73.3,3.2,29.4,33.1,,1.5,84.1,23.1,27.7,468,8.8,44.9,22,15,81.8,8.2,95.5,179.6,0.2,3.6,31.8,2480,71.2,88.3,12.28,13.6,20.7,39.1,35.7,43.3,15.8,"ITC42",2025,3743,3805,3912,4060,4197,4385,4525,4752,5084,5194,5228,5369,5627,5634,5760,5949,5972,5858,5902,5895,6011,"Nord",-0.8,"2012.2"
"BOTD027015","CRESCENZI - PACINOTTI - SIRANI","VIA SARAGOZZA 9","http://www.crescenzipacinottisirani.edu.it/",0,37,8,37006,"Bologna",56,47.12,40.95,53.97,53.11,22.94,4.63,69.82,30.18,10.65,81.42,72.53,"Bologna",10,"Tecnico - Economico",30.6,69.3,"[9.6, 9.6, 7.2, 4.2]","[6.0, 18.7, 21.7, 22.9]","Docenti per fasce di età (%) (A.S. 2025/26)",5.6,5.5,6,2.7,3.1,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,6,68,36,"BO","Bologna",8,"Bologna","Emilia-Romagna","BO",39349,85.74,14.26,19387,19962,19.99819444444445,1796,49.26935881470939,50.73064118529061,2401,996,3397,70.68,29.32,4728,3558,1170,75.25,24.75,153,"14",167,221.661484783835,206.7494780857235,183.068248172388,194.72433361350727,17.5,95,45.2,11.3,77.5,25519.8,27603.1,28560.7,0.3,36.7,356.2,3.3,15.7,78.4,3.3,33,35.8,0.6,1.1,83.9,44.9,24.1,571,6.8,62.6,22,14,82.5,5.4,404.9,163.5,0.7,4,83.6,4004,73.5,81.2,8.93,6.1,22.1,,34.6,40.7,17.3,"ITD55",2025,6567,6567,6938,7091,7108,7319,7765,7810,8139,8436,8609,8681,8883,9005,9073,9550,9323,9526,9618,9510,9676,"Nord",-1.65,"1908.74"
"NAPM010006","ELEONORA PIMENTEL FONSECA","VIA BENEDETTO CROCE 2","http://www.liceofonseca.gov.it/",0,63,15,63049,"Napoli",56,70.17,64.69,76.08,70.39,26.39,7.62,92.26,7.74,12.5,87.39,77.85,"Napoli",10,"Scientifico",10.299999999999999,89.60000000000001,"[2.3, 2.3, 4.6, 1.1]","[0.0, 6.9, 31.0, 51.7]","Docenti per fasce di età (%) (A.S. 2025/26)",0,6.3,6,8.9,3.7,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,8,71,105,"NA","Napoli",15,"Napoli","Campania","NA",156547,97.21,2.79,76535,80012,19.5282590529248,7842,48.88947089372521,51.11052910627479,11096,1411,12507,88.72,11.28,20212,16506,3706,81.66,18.34,578,"82",660,185.94419517447176,184.6554966432415,162.55764886282202,170.72764511935776,7.5,99.7,24,29.2,53.3,18752.7,18405.9,16734.7,0.9,-28.7,135.8,1.9,10.9,45.4,6.9,49.1,61,1,3.8,81.1,36,24.9,495,35.8,78,31,20,74.3,15.6,197.9,124.4,0.4,3.8,110.1,2409,51.5,20.1,34.88,12.2,14.1,,32.2,22.2,51.6,"ITF33",2025,22909,23421,24553,24152,25073,26099,26589,27751,27768,28350,28749,29361,30892,31610,32376,33397,33795,34949,35168,35383,36296,"Sud",1.44,"1623.94"
"CBPC02601V","PERTINI-MONTINI-CUOCO","VIA PRINCIPE DI PIEMONTE 2C","http://itaspertini.edu.it/",0,70,14,70006,"Campobasso",59,65.75,60.1,72,67.63,25.66,8.79,80.9,19.1,14.04,82.88,72.79,"Campobasso",10,"Linguistico",16,84,"[2.1, 8.8, 4.1, 1.0]","[2.6, 14.4, 24.7, 42.3]","Docenti per fasce di età (%) (A.S. 2025/26)",7.9,5.1,6,3.7,3,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,3,8,40,"CB","Campobasso",14,"Campobasso","Molise","CB",9470,97.38,2.62,4459,5011,15.926031746031748,564,47.085533262935584,52.914466737064416,840,272,1112,75.54,24.46,1714,1346,368,78.53,21.47,58,"3",61,201.0005388215665,194.623923037302,173.70391830115574,178.47230846583,10.6,95.3,33.3,19.4,64.4,18929.5,18565.2,17655.5,1,-41.3,205.3,2.9,83.5,60.3,32.2,33.9,42.9,,3,82.7,28.6,25,387,20.7,88.7,18,11,74.9,10.6,41.4,117.8,0,7.8,11.9,859,63.4,50.7,4.24,3,12.2,48.1,26.7,29.4,36.3,"ITF22",2025,1138,1203,1191,1236,1284,1402,1363,1519,1501,1540,1578,1617,1634,1746,1816,1691,1870,1913,1933,1971,2030,"Sud",0.28,"1200"
"ORPS01202E","MARIANO IV D'ARBOREA","VIA VOLTA 1","http://iismarianoquartodarborea.edupa.it/",0,95,20,95021,"Ghilarza",23,44.27,34.88,54.68,55.34,21.98,5.98,67.61,32.39,11.27,84.94,78.96,"Oristano",10,"Linguistico",24.2,75.8,"[5.3, 4.5, 11.4, 3.0]","[1.5, 11.4, 25.0, 37.9]","Docenti per fasce di età (%) (A.S. 2025/26)",4.9,5.7,6,4.3,3.9,3.6,202425,"SCUOLA SECONDARIA II GRADO",5,2,12,28,"OR","Oristano",20,"Oristano","Sardegna","OR",6064,98.45,1.55,2850,3214,14.649782608695652,348,46.99868073878628,53.00131926121372,525,209,734,71.53,28.47,955,714,241,74.76,25.24,57,"13",70,197.32804055321427,188.3884942869035,174.7334563797685,170.361818657607,10.2,99.2,24.2,17.8,48.5,18688.8,17164.2,17097.1,0.7,-21.9,56.8,2.9,59.5,59.7,6.3,46.7,58.2,1.5,3.4,82.8,29.1,28.9,420,15.6,18.3,,,76.3,10.4,5.8,88,0,3,2.9,1515,81.3,100,3.58,3.4,59.3,,35.4,34.7,26,"ITG28",2025,658,685,683,753,759,793,865,943,939,948,982,1036,988,1127,1182,1136,1169,1207,1186,1255,1216,"Isole",,"1700"
