cod_scuola,tasso_precariato_docenti_pct,pct_tempo_indeterminato,fasce_eta_tempo_determinato,fasce_eta_tempo_indeterminato,anno_scolastico_personale,trasferiti_pct_scuola,trasferiti_pct_regione,trasferiti_pct_italia,pensionati_pct_scuola,pensionati_pct_regione,pensionati_pct_italia
NOTF03000B,31.2,68.8,"[10.2, 9.2, 8.2, 3.6]","[5.6, 11.7, 21.9, 29.6]",Docenti per fasce di età (%) (A.S. 2025/26),7.3,5.5,6.0,2.3,3.5,3.6
NOTA00301B,49.4,50.5,"[17.2, 18.7, 10.9, 2.6]","[5.2, 12.5, 13.0, 19.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,5.5,6.0,2.1,3.5,3.6
NOTB12500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
NOTL00601Q,45.9,53.9,"[13.7, 16.1, 11.4, 4.7]","[9.0, 13.7, 11.8, 19.4]",Docenti per fasce di età (%) (A.S. 2025/26),13.2,5.5,6.0,1.0,3.5,3.6
VBPS02000P,26.8,73.3,"[12.8, 8.1, 4.7, 1.2]","[4.7, 15.1, 11.6, 41.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,5.5,6.0,1.7,3.5,3.6
NOPS00401T,15.1,84.89999999999999,"[6.2, 4.4, 2.7, 1.8]","[5.3, 16.8, 27.4, 35.4]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,5.5,6.0,3.6,3.5,3.6
VAPC020001,14.3,85.8,"[4.3, 5.7, 4.3, 0.0]","[2.9, 10.0, 14.3, 58.6]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,5.5,3.5,3.6
VBPS00101A,34.7,65.2,"[20.0, 8.4, 6.3, 0.0]","[6.3, 10.5, 18.9, 29.5]",Docenti per fasce di età (%) (A.S. 2025/26),7.8,5.5,6.0,1.6,3.5,3.6
VAPS11000A,24.0,76.0,"[14.0, 6.0, 2.0, 2.0]","[8.0, 15.0, 21.0, 32.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,5.4,6.0,1.3,3.5,3.6
VBTF00701B,19.1,81.0,"[7.7, 4.5, 4.5, 2.4]","[9.7, 15.0, 25.9, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,5.5,6.0,1.6,3.5,3.6
VAPS012016,34.2,65.8,"[7.8, 15.0, 8.8, 2.6]","[8.3, 12.4, 17.6, 27.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,5.4,6.0,6.0,3.5,3.6
VAPSDE500S,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VAPM01000E,26.2,73.8,"[9.0, 6.9, 3.4, 6.9]","[3.4, 9.0, 19.3, 42.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,5.4,6.0,4.6,3.5,3.6
VAPQ02500C,,,,,,,,,,,
VAPL095008,,,,,,,,,,,
VBIS00100X,34.7,65.2,"[20.0, 8.4, 6.3, 0.0]","[6.3, 10.5, 18.9, 29.5]",Docenti per fasce di età (%) (A.S. 2025/26),7.8,5.5,6.0,1.6,3.5,3.6
VASL02801L,,,,,,,,,,,
VASLQ8500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
VBTD002012,46.3,53.7,"[19.4, 11.9, 9.4, 5.6]","[5.6, 13.1, 13.1, 21.9]",Docenti per fasce di età (%) (A.S. 2025/26),5.1,5.5,6.0,3.9,3.5,3.6
VATD05500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
PVPS00101G,32.4,67.60000000000001,"[11.8, 7.8, 6.9, 5.9]","[9.8, 18.6, 19.6, 19.6]",Docenti per fasce di età (%) (A.S. 2025/26),10.2,5.4,6.0,1.6,3.5,3.6
PVTD00101B,32.4,67.60000000000001,"[11.8, 7.8, 6.9, 5.9]","[9.8, 18.6, 19.6, 19.6]",Docenti per fasce di età (%) (A.S. 2025/26),10.2,5.4,6.0,1.6,3.5,3.6
VCTD013013,38.1,62.0,"[12.9, 15.1, 7.9, 2.2]","[2.9, 9.4, 20.9, 28.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,5.5,6.0,4.3,3.5,3.6
VCTF019018,30.8,69.2,"[10.5, 8.7, 8.7, 2.9]","[9.9, 8.7, 21.5, 29.1]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.5,6.0,3.6,3.5,3.6
VCTA01201R,42.5,57.5,"[14.4, 16.1, 10.3, 1.7]","[6.9, 12.1, 14.4, 24.1]",Docenti per fasce di età (%) (A.S. 2025/26),6.7,5.5,6.0,3.1,3.5,3.6
MIPC05000V,5.4,94.6,"[1.8, 1.8, 1.8, 0.0]","[0.0, 7.1, 26.8, 60.7]",Docenti per fasce di età (%) (A.S. 2025/26),10.3,5.4,6.0,0.0,3.5,3.6
MIPC06500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC03000N,12.3,87.6,"[2.2, 3.4, 4.5, 2.2]","[3.4, 15.7, 28.1, 40.4]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,5.4,6.0,5.1,3.5,3.6
MIPC005001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC040008,5.699999999999999,94.1,"[2.9, 1.4, 0.0, 1.4]","[1.4, 2.9, 30.4, 59.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,5.4,6.0,0.0,3.5,3.6
MIPC01000C,11.5,88.3,"[5.8, 2.9, 1.4, 1.4]","[1.4, 7.2, 37.7, 42.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.6,5.4,6.0,4.5,3.5,3.6
MIPC170001,5.0,95.0,"[2.5, 2.5, 0.0, 0.0]","[7.6, 11.4, 34.2, 41.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,5.4,6.0,2.7,3.5,3.6
MIPC110009,16.3,83.8,"[7.0, 2.3, 4.7, 2.3]","[4.7, 0.0, 23.3, 55.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,5.6,3.5,3.6
MIPC20000G,16.3,83.7,"[6.5, 2.2, 4.3, 3.3]","[6.5, 22.8, 26.1, 28.3]",Docenti per fasce di età (%) (A.S. 2025/26),6.6,5.4,6.0,2.7,3.5,3.6
MIPC125003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC15500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC18500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS02201V,16.9,83.10000000000001,"[3.4, 6.7, 3.4, 3.4]","[2.2, 13.5, 30.3, 37.1]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,5.4,6.0,5.3,3.5,3.6
MIPC10500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC039015,16.7,83.3,"[8.3, 5.6, 2.8, 0.0]","[8.3, 19.4, 30.6, 25.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,3.8,3.5,3.6
MIPM050003,9.5,90.5,"[4.5, 2.5, 1.9, 0.6]","[5.1, 9.6, 28.0, 47.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,5.4,6.0,2.8,3.5,3.6
MIPC16500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC09500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC075007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPC04500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS08000T,12.2,87.7,"[2.2, 6.7, 3.3, 0.0]","[4.4, 8.9, 30.0, 44.4]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,5.4,6.0,5.3,3.5,3.6
MIPS03000R,7.3,92.7,"[2.4, 3.7, 1.2, 0.0]","[3.7, 22.0, 20.7, 46.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,5.4,6.0,1.4,3.5,3.6
MIPS375001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS18000P,12.9,87.2,"[5.8, 4.7, 1.2, 1.2]","[4.7, 9.3, 33.7, 39.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.4,5.4,6.0,4.2,3.5,3.6
MIPSR85009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS01000G,12.8,87.30000000000001,"[5.3, 1.1, 3.2, 3.2]","[4.2, 16.8, 22.1, 44.2]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,5.4,6.0,6.0,3.5,3.6
MIPS070007,10.7,89.3,"[5.8, 2.9, 1.0, 1.0]","[8.7, 16.5, 26.2, 37.9]",Docenti per fasce di età (%) (A.S. 2025/26),6.5,5.4,6.0,5.4,3.5,3.6
MIPS295009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS026016,17.0,83.0,"[6.5, 6.5, 2.0, 2.0]","[7.2, 11.8, 22.2, 41.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,5.4,6.0,8.1,3.5,3.6
MIPS16500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS43500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS16000D,19.0,81.1,"[5.3, 8.4, 4.2, 1.1]","[3.2, 9.5, 31.6, 36.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,5.4,6.0,5.3,3.5,3.6
MIPS07201X,22.2,77.8,"[6.5, 9.8, 3.9, 2.0]","[5.9, 16.3, 24.2, 31.4]",Docenti per fasce di età (%) (A.S. 2025/26),7.1,5.4,6.0,2.6,3.5,3.6
MIPS37000T,11.7,88.3,"[4.3, 2.1, 2.1, 3.2]","[8.5, 24.5, 22.3, 33.0]",Docenti per fasce di età (%) (A.S. 2025/26),6.0,5.4,6.0,2.4,3.5,3.6
MIPS05701T,16.1,83.8,"[3.0, 6.1, 3.0, 4.0]","[4.0, 14.1, 25.3, 40.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,5.4,6.0,3.6,3.5,3.6
MIPS20500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS09500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS26000A,16.6,83.3,"[4.4, 6.7, 3.3, 2.2]","[2.2, 20.0, 31.1, 30.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,5.4,6.0,4.1,3.5,3.6
MIPS175007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS15000V,17.099999999999998,83.0,"[6.1, 3.7, 6.1, 1.2]","[4.9, 15.9, 31.7, 30.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,5.4,6.0,4.8,3.5,3.6
MIPS039018,16.7,83.3,"[8.3, 5.6, 2.8, 0.0]","[8.3, 19.4, 30.6, 25.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,3.8,3.5,3.6
MITE01000V,21.2,78.8,"[8.8, 8.0, 3.5, 0.9]","[6.2, 15.9, 24.8, 31.9]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,5.4,6.0,1.1,3.5,3.6
MIPS01500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS085001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS02301P,20.9,79.1,"[5.4, 7.4, 5.4, 2.7]","[8.1, 17.6, 27.7, 25.7]",Docenti per fasce di età (%) (A.S. 2025/26),11.3,5.4,6.0,4.5,3.5,3.6
MIPS74500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS735002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS535008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS415006,,,,,,,,,,,
MIPSPS500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS06500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS54500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS055005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS04500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSEN500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF28000N,,,,,,,,,,,
MIPS42500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF070009,21.7,78.39999999999999,"[5.4, 9.5, 5.4, 1.4]","[6.8, 16.2, 18.9, 36.5]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,5.4,6.0,5.7,3.5,3.6
MITF11000E,18.0,81.8,"[7.2, 7.2, 2.9, 0.7]","[4.3, 18.8, 27.5, 31.2]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,5.4,6.0,1.9,3.5,3.6
MITF00801P,23.3,76.7,"[7.8, 8.5, 6.2, 0.8]","[9.3, 20.9, 22.5, 24.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,5.4,6.0,0.0,3.5,3.6
MITF01701D,23.700000000000003,76.4,"[8.4, 7.9, 3.7, 3.7]","[6.8, 18.8, 26.7, 24.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,5.4,6.0,5.6,3.5,3.6
MITF093013,25.5,74.4,"[7.1, 8.9, 7.7, 1.8]","[12.5, 13.1, 20.2, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),10.3,5.4,6.0,1.7,3.5,3.6
MITF05401C,26.4,73.6,"[8.8, 8.8, 5.1, 3.7]","[8.1, 16.2, 20.6, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,2.2,3.5,3.6
MITF30000N,,,,,,,,,,,
MITF290008,34.9,65.1,"[11.3, 12.3, 7.5, 3.8]","[11.3, 12.3, 17.0, 24.5]",Docenti per fasce di età (%) (A.S. 2025/26),21.3,5.4,6.0,2.9,3.5,3.6
MITF03801E,27.6,72.2,"[8.9, 9.4, 7.0, 2.3]","[7.0, 19.2, 18.8, 27.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.8,5.4,6.0,2.8,3.5,3.6
MIPSVC500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSE7500I,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSRF5008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSQ55000,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS10101P,27.2,72.7,"[11.8, 1.8, 9.1, 4.5]","[4.5, 19.1, 19.1, 30.0]",Docenti per fasce di età (%) (A.S. 2025/26),9.9,5.4,6.0,3.8,3.5,3.6
MIPSQV500F,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSO8500I,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSQB5007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPSIG500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS79500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPM1R500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPMEO500H,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPM58500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPM070008,17.3,82.6,"[2.7, 9.3, 5.3, 0.0]","[1.3, 10.7, 41.3, 29.3]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,5.4,6.0,3.1,3.5,3.6
MIPM11000D,17.4,82.6,"[4.6, 8.7, 2.9, 1.2]","[5.8, 15.0, 25.4, 36.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.4,6.0,1.6,3.5,3.6
MIPM03000T,21.9,78.2,"[5.3, 12.0, 3.8, 0.8]","[4.5, 11.3, 26.3, 36.1]",Docenti per fasce di età (%) (A.S. 2025/26),13.6,5.4,6.0,1.0,3.5,3.6
MIPS03601R,29.6,70.4,"[10.4, 11.3, 7.0, 0.9]","[9.6, 13.0, 19.1, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),17.0,5.4,6.0,4.4,3.5,3.6
MIPM01500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPQ01500X,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPMZS500F,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS04301X,24.5,75.4,"[1.9, 9.4, 9.4, 3.8]","[4.7, 13.2, 24.5, 33.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,5.4,6.0,4.9,3.5,3.6
MIPM04500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPMU4500Z,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPMRI500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPMGC500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS05801N,45.0,54.9,"[14.0, 19.9, 7.3, 3.8]","[7.7, 12.9, 16.8, 17.5]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,2.6,3.5,3.6
MIPL125001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS05401A,26.4,73.6,"[8.8, 8.8, 5.1, 3.7]","[8.1, 16.2, 20.6, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,2.2,3.5,3.6
MIPS08101P,13.6,86.3,"[2.9, 5.8, 3.9, 1.0]","[1.9, 13.6, 25.2, 45.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,5.4,6.0,3.4,3.5,3.6
MIPS05101V,16.1,83.8,"[4.0, 9.1, 3.0, 0.0]","[5.1, 22.2, 23.2, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,5.4,6.0,7.5,3.5,3.6
MIPL30500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITN03000E,25.2,74.9,"[8.4, 9.1, 4.9, 2.8]","[9.1, 14.0, 21.0, 30.8]",Docenti per fasce di età (%) (A.S. 2025/26),7.1,5.4,6.0,2.0,3.5,3.6
MIPL08500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPS09901X,22.5,77.5,"[3.4, 9.0, 5.6, 4.5]","[9.0, 13.5, 21.3, 33.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,5.4,6.0,1.6,3.5,3.6
MIPL15500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPL335009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITN02000X,27.2,73.1,"[12.2, 9.5, 4.1, 1.4]","[9.5, 17.6, 20.3, 25.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,1.9,3.5,3.6
MIPLVI500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MIPL0Z500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MISL025006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MISL04500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MISL01000C,12.4,87.5,"[3.1, 4.4, 3.7, 1.2]","[3.1, 20.0, 29.4, 35.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,5.4,6.0,5.2,3.5,3.6
MISL020003,22.8,77.2,"[6.1, 7.0, 4.4, 5.3]","[2.6, 16.7, 30.7, 27.2]",Docenti per fasce di età (%) (A.S. 2025/26),7.1,5.4,6.0,4.8,3.5,3.6
MISL047014,22.4,77.5,"[8.3, 5.8, 5.8, 2.5]","[5.8, 18.3, 19.2, 34.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.5,5.4,6.0,1.2,3.5,3.6
MISL03000N,12.2,88.0,"[3.8, 6.1, 0.8, 1.5]","[6.1, 9.1, 31.1, 41.7]",Docenti per fasce di età (%) (A.S. 2025/26),5.3,5.4,6.0,5.4,3.5,3.6
MISL075007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITD5V500H,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITD08101E,13.6,86.3,"[2.9, 5.8, 3.9, 1.0]","[1.9, 13.6, 25.2, 45.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,5.4,6.0,3.4,3.5,3.6
MITD09301R,25.5,74.4,"[7.1, 8.9, 7.7, 1.8]","[12.5, 13.1, 20.2, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),10.3,5.4,6.0,1.7,3.5,3.6
MITD05701N,16.1,83.8,"[3.0, 6.1, 3.0, 4.0]","[4.0, 14.1, 25.3, 40.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,5.4,6.0,3.6,3.5,3.6
MITN05101L,16.1,83.8,"[4.0, 9.1, 3.0, 0.0]","[5.1, 22.2, 23.2, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,5.4,6.0,7.5,3.5,3.6
MITD13500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITD04301Q,24.5,75.4,"[1.9, 9.4, 9.4, 3.8]","[4.7, 13.2, 24.5, 33.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,5.4,6.0,4.9,3.5,3.6
MITD260006,,,,,,,,,,,
MITD03601L,29.6,70.4,"[10.4, 11.3, 7.0, 0.9]","[9.6, 13.0, 19.1, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),17.0,5.4,6.0,4.4,3.5,3.6
MITD026012,17.0,83.0,"[6.5, 6.5, 2.0, 2.0]","[7.2, 11.8, 22.2, 41.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,5.4,6.0,8.1,3.5,3.6
MITD500005,,,,,,,,,,,
MITD02301E,20.9,79.1,"[5.4, 7.4, 5.4, 2.7]","[8.1, 17.6, 27.7, 25.7]",Docenti per fasce di età (%) (A.S. 2025/26),11.3,5.4,6.0,4.5,3.5,3.6
MITD02201P,16.9,83.10000000000001,"[3.4, 6.7, 3.4, 3.4]","[2.2, 13.5, 30.3, 37.1]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,5.4,6.0,5.3,3.5,3.6
MITD004015,24.5,75.4,"[5.9, 7.6, 6.8, 4.2]","[4.2, 17.8, 22.9, 30.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.4,6.0,1.4,3.5,3.6
MITN09401E,33.6,66.5,"[11.8, 11.8, 7.6, 2.4]","[11.2, 20.6, 14.1, 20.6]",Docenti per fasce di età (%) (A.S. 2025/26),6.1,5.4,6.0,3.3,3.5,3.6
MITD047013,22.4,77.5,"[8.3, 5.8, 5.8, 2.5]","[5.8, 18.3, 19.2, 34.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.5,5.4,6.0,1.2,3.5,3.6
MITN03500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITN102018,,,,,,,,,,,
MITNUQ500H,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITD125002,,,,,,,,,,,
MITD08500R,,,,,,,,,,,
MITD11500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITD25500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITDGN5002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITL00401G,24.5,75.4,"[5.9, 7.6, 6.8, 4.2]","[4.2, 17.8, 22.9, 30.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,5.4,6.0,1.4,3.5,3.6
MITF24500A,,,,,,,,,,,
MITF035002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF11500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF08201L,29.3,70.7,"[5.1, 10.7, 8.4, 5.1]","[2.2, 16.3, 21.9, 30.3]",Docenti per fasce di età (%) (A.S. 2025/26),6.1,5.4,6.0,4.2,3.5,3.6
MITF005006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITB025006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF077015,36.2,63.8,"[10.6, 15.3, 7.7, 2.6]","[10.6, 17.9, 20.0, 15.3]",Docenti per fasce di età (%) (A.S. 2025/26),16.8,5.4,6.0,0.6,3.5,3.6
MITF105003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF19000B,23.5,76.4,"[8.4, 10.1, 2.8, 2.2]","[10.6, 22.3, 15.6, 27.9]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,5.4,6.0,1.6,3.5,3.6
MITL035006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MITF07901R,30.9,69.2,"[10.1, 14.9, 4.8, 1.1]","[8.0, 21.8, 21.8, 17.6]",Docenti per fasce di età (%) (A.S. 2025/26),8.6,5.4,6.0,3.8,3.5,3.6
BGPC02000C,4.1,95.8,"[4.1, 0.0, 0.0, 0.0]","[0.0, 12.2, 36.7, 46.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,5.4,6.0,10.0,3.5,3.6
BGPC02500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPS028017,,,,,,,,,,,
BGPS05000B,6.5,93.3,"[3.9, 2.6, 0.0, 0.0]","[3.9, 7.9, 27.6, 53.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.3,5.4,6.0,7.2,3.5,3.6
BGPS02000G,5.9,94.1,"[4.2, 1.7, 0.0, 0.0]","[2.5, 14.3, 28.6, 48.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,7.1,3.5,3.6
BGPS135006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPS02500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPS12500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPS03201V,7.9,92.0,"[3.3, 1.3, 2.0, 1.3]","[4.6, 20.5, 23.2, 43.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,5.4,6.0,1.5,3.5,3.6
BGPS01702T,23.8,76.1,"[8.1, 8.1, 4.9, 2.7]","[9.7, 21.6, 20.5, 24.3]",Docenti per fasce di età (%) (A.S. 2025/26),7.5,5.4,6.0,1.4,3.5,3.6
BGPSBT5004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPSQZ500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPS0D500U,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPSDM500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPSRR5006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPM010002,19.3,80.6,"[4.4, 6.2, 7.5, 1.2]","[2.5, 11.2, 21.9, 45.0]",Docenti per fasce di età (%) (A.S. 2025/26),2.3,5.4,6.0,3.0,3.5,3.6
BGPM03500A,,,,,,,,,,,
BGPQ235008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPM02601L,27.9,72.1,"[7.5, 8.2, 6.8, 5.4]","[5.4, 17.0, 21.8, 27.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.6,5.4,6.0,3.7,3.5,3.6
BGPMVO500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
BGPM02000L,14.0,85.9,"[6.2, 2.3, 3.9, 1.6]","[0.8, 8.6, 28.1, 48.4]",Docenti per fasce di età (%) (A.S. 2025/26),1.8,5.4,6.0,8.1,3.5,3.6
